HOST,EVENT,THISPLACE,TIME,DAYS,STARTTIMES,ENDTIMES,LOCATION,LAT,LONG,ABOUT
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_BUNNYFOOT.jpg,Bunnyfoot UX Studios BBQ & Drinks,0,Wednesday 20th May / 12:00pm – 2:30pm,20,12:00,14:30,"Level 5, 54 St John’s Square, Clerkenwell, EC1V 4JL",51.5229054,-0.1041747,"Bunnyfoot are the UK’s leading user experience consultancy and in this unique opportunity you are invited to come and see our London UX studios and enjoy a BBQ and drinks. See how eye tracking works on a desktop, xbox and on a mobile rig and chat with our consultants. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_LOFT.jpg,Loft Digital: Innovation Project Open House,0,Wednesday 20th May / 1:00pm – 6:00pm,20,13:00,18:00,"107 Clifton Street, London, EC2A 4LG",51.523154,-0.0832454,Witness the developers at Loft at work live on their personal innovation projects.  They will explain what they are up to whilst giving you a glimpse into the digital future. Loft’s CEO and CCO will also happily discuss the value of 20% personal innovation time in a business.
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_GENERALASSEMBLY.jpg,THE FUTURE OF WORK: FINDING YOUR PURPOSE & YOUR PEOPLE,0,Wednesday 20th May / 2:00pm – 3:30pm,20,14:00,15:30,"GA London @ Second Home, 68 Hanbury Street, E1 5JL",51.5202621,-0.0710118,"The world of work has changed – these days work is messy and the work/life balance is more of a work/life mashup. With this talk, learn how to find your purpose and your people so you can be happy with what you’re doing in life and meet others who are in similar situations. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_MOO.jpg,Welcome to MOO: Brand & Design Wednesday,0,Wednesday 20th May / 3:00pm – 6:00pm,20,15:00,18:00,"Moo Ltd, 32-38 Scrutton Street, EC2A 4RQ",51.523151,-0.0819515,"MOO’s brand, product and ecommerce teams are set to take you on a journey of customer experience, from how to build and develop your brand to how to link the on and offline customer experience. Free drinks, nibbles and networking provided! Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_VET.jpg,Record & Direct Your Voice Over,0,Wednesday 20th and Thursday 21st May / 3:00pm – 8:00pm,"20,21",15:00,20:00,"The Lux Building, 2-4 Hoxton Square, N1 6US",51.5275132,-0.0820204,"Have a go at recording or directing your own voice at our Post production Open House with editing and sound facilities. Record a pitch for your start-up, or go for a high-drama action trailer voice over. Whether you’re a pro or just want to have a go, come along. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_VET.jpg,Meet the Edit Doctor,0,Wednesday 20th May / 3:00pm – 8:00pm,20,15:00,20:00,"The Lux Building, 2-4 Hoxton Square, N1 6US",51.5275132,-0.0820204,"Meet the Edit Doctor. Bring your Avid, Premier Pro or FCPX editing troubles to the VET Edit Doctor who can diagnose and prescribe solutions for your problems at our Post production Open House with editing and sound facilities. Pop in and meet one of our Edit Doctors! Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_OPENDATAINSTITUTE.jpg,Open Data Open House,0,Wednesday 20th May / 4:30pm – 7:30pm,20,16:30,19:30,"Open Data Institute, 3rd Floor, 65 Clifton Street, EC2A 4JE",51.522162,-0.083438,"Would you like to find out about open data and see how it’s used? Whether you have some knowledge of open data or are completely new to it, come and see what the fuss is about. You can meet the team, have a snoop around our offices and view our Data as Culture art collection – we’ll even supply drinks and snacks. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_OS.jpg,Get me to the Hub!,0,Wednesday 20th May / 5:45pm,20,17:45,,"Geovation Hub, 1 Sekforde Street, EC1R 0BE",51.5236447,-0.104717,"Be one of the first to see this new hi-tech space. Developers and data gurus can meet face-to-face, to collaborate using exciting new location-data products. We’ll provide the drinks and nibbles. Meet us there, or join extreme adventurer Sean Conway for a run from Shoreditch, to the new Geovation Hub in Clerkenwell Green."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_CREATIVESKILLSET.jpg,Tech Connect does Digital Shoreditch,0,Wednesday 20th May / 6:00pm,20,18:00,,"BrightLemon, 12 Epworth Street, EC2A 4DL",51.5233042,-0.0858246,Tech Connect is a meetup for 16-24 year olds to connect with the fastest growing creative and digital companies and network with industry and other new entrants.This power-packed session will provide you with information on jobs and career routes in the creative space. Click here to RSVP
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_FUTURETECHTRACK.jpg,Future Tech Track: Innovators meet Early Adopters,0,Wednesday 20th May / 6:30pm – 10:00pm,20,18:30,22:00,"Nido Spitafields, 9 Frying Pan Alley, E1 7HS",51.5179154,-0.0767795,"Join us for the launch of the Future Tech Track, an event that connects innovators and early adopters of technology. This event will be useful for anyone who is looking to scale their product or is keen on being the first to try out what the market has to offer. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_BADGER2.jpg,London React User Group’s Summer Special,0,Wednesday 20th May / 6:30pm,20,18:30,,"Cargo, 83 Rivington Street, Shoreditch, EC2A 3AY",51.5261933,-0.0788466,Beers and BBQ from 6:30 followed by 3 great talks on React.js. Please see our meetup page for announcements about our speakers. Everyone is very welcome to stick around for drinks after the talks. If you miss out on a spot for the main event grab yourself a ticket for our social straight afterwards. Click here to RSVP
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_TUG.jpg,"Know Your Audience, Use Your Data",0,Wednesday 20th May / 6:30pm,20,18:30,,"61 Charlotte Road, Shoreditch, EC2A 3QT",51.5259528,-0.0810929,"Due to huge advancements in digital, the holy grail for advertisers has become advanced analysis & segmentation of ‘Big Data’. But… companies are not always using the easily accessible data that is right under their nose. We will discuss ways that advertisers can easily and quickly use 1st and 3rd party data to enhance their biddable media digital campaigns. To RSVP please email: sydney.ellis@tugagency.com"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_ZEBRAPEOPLE.jpg,CT People – The London Creative Technology Meetup,0,Wednesday 20th May / 6:30pm,20,18:30,,"AnalogFolk, 20 Rosebery Avenue, EC1R 4SX",51.52355,-0.111076,"CT People is a platform for people within the Creative Technology community to share ideas, knowledge, tips and learn about the innovation and cutting edge work happening within the industry. It is part of Zebra People’s events programme. We’ll be kicking off with a short talk looking at how to fund innovation followed by a number of show and tell sessions, and networking. We’ve got some exciting tech for you to get your hands on, including an Oculus VR headset and a DIY computer. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_ACADEMYCLASS.jpg,Animating Print Design,0,Wednesday 20th May / 6:30pm – 8:30pm,20,18:30,20:30,"Slug and Lettuce, 5 Chicheley Street, Lambeth, SE1 7PJ",51.5027151,-0.1166246,"You can make anything move with the right tools!
			Learn how to:
			• Breathe life to your static designs.
			• Create short movies from Illustrator or Photoshop files using After Effects.
			• Make HTML animations using Edge Animate.
			All based on the most popular exercises from Academy Class training."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_DESIGNSTUDIO.jpg,Human Centric Digital Branding,0,Wednesday 20th May / 6:30pm – 8:30pm,20,18:30,20:30,"DesignStudio, The Craftworks Building, 3 Dufferin Street, EC1Y 8NA",51.5226991,-0.0923851,"Come and join the team at DesignStudio for a few beers and a discussion on Human Centric Digital Branding. 
			There will be a opportunity to chat with the team, find out what they have been up to and try out some of the latest DS lab projects. To RSVP please email: london@wearedesignstudio.com"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_XTREMEVIDEO.jpg,UK Premiere MTB Insights @ by Walski London,0,Wednesday 20th May / 7:00pm,20,19:00,,"by Walski London, 59 Redchurch Street, E2 7DJ",51.5244333,-0.0745264,"XTreme Video presents the MTB Insights UK premiere hosted at by Walski London. MTB Insights is a mountain biking series produced by XTreme Video offering a unique Ultra HD view into the sport. Looking at each aspect of mountain biking, this series is for enthusiasts and experts alike. Complimentary beers, snacks and refreshments. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_GENERALASSEMBLY.jpg,"UX/UI: The Good, the Bad & the Ugly",0,Wednesday 20th May / 7:00pm – 9:00pm,20,19:00,,"MOO, 32-38 Scrutton St, EC2A 4RQ",51.523151,-0.0819515,"What good and bad examples of UX/UI come to mind of apps, websites, or other technologies you’ve used? 
			General Assembly & MOO are bringing in the pros to discuss their thoughts on the subject in an effort to teach others how to do more of what we love in UX/UI and to stop doing what we don’t. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_ROADTRIPWORKSHOP.jpg,Curiosity Shop,0,Wednesday 20th May / doors 7:30pm,20,19:30,,"The Workshop @Roadtripbar, 243 Old Street, EC1V 9EY",51.526546,-0.084219,"The Workshop is pleased to present Dub/Reggae tracks with Pop/Rock vocals, Brit punk and prog rock. Swing by our secret little underground venue for exciting new music across the spectrum! Curiosity Shop is a night of awesome live music for free."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_ROADTRIPWORKSHOP.jpg,El Deyma,0,Wednesday 20th May / doors 7:30pm,20,19:30,,"The Workshop @Roadtripbar, 243 Old Street, EC1V 9EY",51.526546,-0.084219,"Live blues rock, free entry."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_BOOKCLUB.jpg,GAMERDISCO X KOTAKU,0,Wednesday 20th May / 7:30pm – late,20,19:30,23:59,"The Book Club, 100 – 106, Leonard Street, EC2A 4RH",51.5245317,-0.0817132,"GamerDisco and Kotaku return to The Book Club with another party mashup of video games and music! Expect special guests throughout the night, oldskool gaming, new releases, pre-releases, competitions and prizes. Price: Free."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_BADGER2.jpg,Red Badger loves React.js Summer Social,0,Wednesday 20th May / 9:30pm,20,21:30,,"Cargo, 83 Rivington Street, Shoreditch, EC2A 3AY",51.5261933,-0.0788466,Red Badger is swinging open the doors of Cargo Nightclub for a Summer Social.  Grab a burger from the barbecue and share a beer with the badgers & friends. Click here to RSVP
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_COHAESUS.jpg,In The Internet of Things,0,"Thursday 21st May / All day, chat at 4:00pm",21,9:00,18:00,"Cohaesus @ The Space, 69 Old Street, EC1V 9HX",51.5243528,-0.096122,"Julian Browne, Chief Technical Architecture British Gas Connected Homes, in a trip to the backstage to the IoT. Cohaesus open their doors to all the students, current freelancers, graduates (all disciplines) and to all the developers looking for a change to discuss about what’s going on. All on our brand new roof-terrace! For info and enquiries contact: rita.ricci@cohaesus.co.uk"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_RISINGMINDS1.jpg,Rising Minds,0,Thursday 21st May / 8:30am,21,8:30,10:30,"Shoreditch House, Ebor Street, Shoreditch, E1 6AW",51.524127,-0.0762235,"Communicating Futures: William Alderwick, Editorial Director at Spring Studios 
			Formerly publisher of Under/current magazine and Editor at NOWNESS, and currently Editorial Director at Spring Studios, Alderwick will explore content, brand stories and communications in a ‘post-internet’ age, re-tracing his journey from print, through digital to integrated multichannel campaigns and live event activations. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_TCOLONDON.jpg,Meet TCOLondon,0,Thursday 21st May / 8:30am – 10:00am,21,8:30,10:30,"TCOLondon, 71a Leonard Street, EC2A 4QS",51.5246795,-0.0832716,"The digital media landscape gets noisier and rowdier by the day. Once you manage to grab people’s attention, how can you actually change behaviour, inspire people, drive them to action? TCOLondon, the people behind Huck, Little White Lies and 71a Events and projects for Google, Microsoft, Levi’s and Sony share their thinking on how they are using digital in new ways to deepen relationships and tell stories in new ways."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_SEEPER.jpg,seeper studio,0,Thursday 21st – Sunday 24th May / 12:00pm – 6:00pm,"21,22,23,24",12:00,18:00,"Unit 7, The Sheldon Building, 1 Baltic Place, N1 5AQ",51.536719,-0.0774662,"seeper, Ltd., an East London arts and technology studio, are showcasing some of their most impressive multi sensory installations. These include a multi-touch sphere, projected optical illusions, a gesture controlled kinetic instrument, large scale films of completed projection mapping projects and other movement controlled lighting installations."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_TCOLONDON.jpg,Meet TCOLondon,0,Thursday 21st May / 1:00pm – 2:00pm,21,13:00,14:00,"TCOLondon, 71a Leonard Street, EC2A 4QS",51.5246795,-0.0832716,"The digital media landscape gets noisier and rowdier by the day. Once you manage to grab people’s attention, how can you actually change behaviour, inspire people, drive them to action? TCOLondon, the people behind Huck, Little White Lies and 71a Events and projects for Google, Microsoft, Levi’s and Sony share their thinking on how they are using digital in new ways to deepen relationships and tell stories in new ways."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_TCOLONDON.jpg,Meet TCOLondon,0,Thursday 21st May / 1:00pm – 2:00pm,21,13:00,14:00,"TCOLondon, 71a Leonard Street, EC2A 4QS",51.5246795,-0.0832716,"The digital media landscape gets noisier and rowdier by the day. Once you manage to grab people’s attention, how can you actually change behaviour, inspire people, drive them to action? TCOLondon, the people behind Huck, Little White Lies and 71a Events and projects for Google, Microsoft, Levi’s and Sony share their thinking on how they are using digital in new ways to deepen relationships and tell stories in new ways."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_CAPTIVEMEDIA.jpg,Free Beer & Unforgettable Ad Concept,0,Thursday 21st May / 1:00pm – 6:00pm,21,13:00,18:00,"Hoxton Seven, 66-68 Great Eastern Street, Shoreditch, EC2A 3JT",51.5255549,-0.0821459,"Captive Media has mastered the art of engaging young, male consumers for brands – at a time they are hard to reach : when out socialising.  Come and enjoy a free beer, and see how we engage 100,000 consumers a week (without free beer!). To RSVP please email: enquiries@captive-media.co.uk"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_UCL.jpg,University College London’s MSc in Technology Entrepreneurship,0,Thursday 21st May / 1:00pm-3:00pm,21,13:00,15:00,"IDEA London, 69 Wilson Street, EC2A 2BB",51.5219656,-0.0848193,"UCL’s rigorous one-year MSc in Technology Entrepreneurship (@MSc_TE_UCL) is an ideal gateway for aspiring entrepreneurs into London’s tech entrepreneurship scene.  We have generated 30+ thriving startups, including @vungle, @basestone, @poqstudio, @jivrbike, @TeamPlaybrush, @goWePow, and @SmartzerApp.  Whether you are hacker, hustler, hipster or experienced “switcher”, meet us @IDEALondon to learn what we can offer you. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_GENERALASSEMBLY.jpg,GROWTH HACKING LIVE: BOOST YOUR STARTUP IN REAL-TIME,0,Thursday 21st May / 3:00pm – 4:30pm,21,15:00,16:30,"GA London @ Second Home, 68 Hanbury Street, E1 5JL",51.5202621,-0.0710118,"This workshop intends to deliver, in real-time, real value to startups/entrepreneurs attending; including how to quickly grow a community online, how to ensure your emails get seen/answered, creating easy workflows, content marketing and user acquisition. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_TECHHUB.jpg,TechHub Shoreditch Open House,0,Thursday 21st May / 4:00pm,21,16:00,,"14-22 Elder Sreet, E1 6BT",51.5213559,-0.0766862,"Tech startups! Come and take a look at TechHub Shoreditch, meet the companies creating amazing products, have a tour of our space and chat to members of the community. Join us on the 19th for our casual Members Breakfast, or come along on the 21st for an afternoon coffee. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_PUTITOUT.jpg,Lean UX & Emerging Commerce on the roof!,0,Thursday 21st May / 4:00pm – 6:00pm,21,16:00,18:00,"putitout ltd, 16-17 Wardour Mews, W1F 8AT",51.5145273,-0.1355174,"Come join us at the putitout rooftop in Soho for an afternoon of discussion on Lean UX & ‘Emerging Commerce’ chaired by our CEO Charlie Cadbury. Of course, refreshments will be provided. 20 people max. To RSVP please email: joe.brooks@putitout.co.uk"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_FOOLPROOFKNIT.jpg,Let’s get physical with digital,0,Thursday 21st May / 4:00pm (last entry 7:00pm),21,16:00,19:00,"Harella House, 90 – 98 Goswell Road, EC1V 7DF",51.5240033,-0.0984142,"Technology presents designers with an interesting challenge. Beyond hype-driven uses, how do you create immersive digital experiences in physical spaces? That’s what design agency Foolproof with creative technologists Knit, have been exploring. Visit Foolproof and get hands-on with gadgetry like Oculus Rift, face recognition and smart ink, and meet our designers. Unfortunately, space is limited so please register your attendance by emailing: info@foolproof.co.uk"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_DIGITALANNEXE.jpg,"Drinks, Demos & Helicopter Rides",0,Thursday 21st May / 4:30pm – 7:30pm,21,16:30,19:30,"5th Floor, Jacks Place, 6 Corbet Place, E1 6NH",51.5207342,-0.0744205,"Drop in for a cocktail and live digital demos. From a helicopter ride within the comfort of our Shoreditch office to an intoxicating retail experience. With cracking views of London and a stones throw away from Spitalfields, come up and say hello!"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_CROUD.jpg,Battle of the Brands,0,Thursday 21st May / 5:00pm – 8:00pm,21,17:00,20:00,"Croud, 87a Worship Street, EC2A 2BE",51.5223113,-0.082311,"On May 21st, Croud will be hosting a Battle of the Brands where speakers from Google, Twitter, YouTube and Avocado Social will battle it out to decide which platform can bring the most value in digital marketing. Join us for an evening of debate, drinks and music! Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_SHAMARAHMAN.jpg,Everyday Creativity: Science through Theatre,0,Thursday 21st May / 5:30pm,21,17:30,,"Gensler, Aldgate House, 33 Aldgate High Street, EC3N, 1AH",51.514367,-0.0740364,"Neuroscientist/Performer Dr Shama Rahman demystifies the science of creativity so we can access it for ourselves through simple storytelling theatre techniques. Participants will learn about the creative process by getting creativity off the page and relating it to their daily and professional life. Lateral thinking, problem-solving, improvisation, and lots of fun! Workshop ticket £4, please RSVP to gunghodown@gmail.com"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_TRIP4REALHOXTON.jpg,Trip4real’s Digital Retox at The Hoxton Hotel Shoreditch,0,Thursday 21st May / 5:30pm,21,17:30,,"The Hoxton Hotel, 81 Great Eastern Street, EC2A 3HU",51.525615,-0.082768,"Travel tech start-up trip4real are hosting a “Digital Re-Tox”  with one of their London locals, Christabel. A fun event with digitally themed cocktails, cake and more, held at the Hoxton Hotel, Shoreditch. Trip4real is pioneering the disruptive travel trend – we look forward to meeting up and telling you more. To RSVP please email: rsvp@trip4real.com"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_VISAEUROPECOLLAB.jpg,Join Visa Europe Collab for summer cocktails on the roof terrace,0,Thursday 21st May / 5:30pm – 8:30pm,21,17:30,22:30,"Top Floor, 55-57 Rivington Street, EC2A 3QA",51.5261401,-0.0806834,We are Visa Europe Collab and we would love to open our doors to the Shoreditch community for an evening of knowledge sharing and summer cocktails.  To RSVP please email: rihac@visa.com
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_TUG.jpg,Digital Shoreditch After Party – Hosted by Tug,0,Thursday 21st May / 6:00pm,21,18:00,,"61 Charlotte Road, Shoreditch, EC2A 3QT",51.5259528,-0.0810929,Every great event needs an after party and Digital Shoreditch is no exception. Join us for some beers and great music as we celebrate Digital Shoreditch 2015. The party will be held in our rooftop penthouse on top of our office located in the heart of Shoreditch.  With DJ Nicola Robinson (RudetoStare) on the decks this is sure to be a night to remember. To RSVP please email: sydney.ellis@tugagency.com
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_BADGER1.jpg,Web Accessibility: Are you Excluding a Fifth of the UK Population?,0,Thursday 21st May / 6:30pm,21,18:30,,"Red Badger, 12 Mallow Street, EC1Y 8RQ",51.52477,-0.0886129,"By ignoring web accessibility guidelines you could be excluding up to a fifth of the UK population from using your online service.To mark Global Accessibility Awareness Day, Red Badger is hosting a workshop which will explain how to avoid falling into this trap from a design, UX and development perspective. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_TCOLONDON.jpg,Meet TCOLondon,0,Thursday 21st May / 6:30pm – 8:00pm,21,18:30,20:00,"TCOLondon, 71a Leonard Street, EC2A 4QS",51.5246795,-0.0832716,"The digital media landscape gets noisier and rowdier by the day. Once you manage to grab people’s attention, how can you actually change behaviour, inspire people, drive them to action? TCOLondon, the people behind Huck, Little White Lies and 71a Events and projects for Google, Microsoft, Levi’s and Sony share their thinking on how they are using digital in new ways to deepen relationships and tell stories in new ways."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_ANIMADE.jpg,Animade Talks,0,Thursday 21st May / 6:30pm – 9:00pm,21,18:30,21:00,"3rd Floor, International House, 10-18 Vestry Street, N1 7RE",51.5288876,-0.087989,"An insightful and accessible talk by Animade’s directors, focusing on the importance of character in a digital world. For creatives, businesses and the curious-minded! To RSVP please email: amy@animade.tv"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_SEREN.jpg,Digital Design and Drinks,0,Thursday 21st May / 6:30pm – Late,21,18:30,23:59,"55-57 Rivington St, EC2A 3QA",51.5261401,-0.0806834,"Seren Design is opening its doors, so come along, meet some of our clients, and take the chance to see some of our work. We’ll also be showing our collaboration with Visa Europe, a joint innovation space, so join us for a few drinks and chat about meaningful digital transformation. Click here to RSVP"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_DIGITALHEART.jpg,Big brains for small business – how to provide real quality digital services for small budget customers,0,Thursday 21st May / 7:00pm,21,19:00,,"The White Cross, Off Water Lane, Riverside, Richmond, TW9 1TH",51.4581189,-0.3063048,"Digital freelancers and small agencies: join us for a discussion about how we can all help small businesses. Large enterprise get all the talent… what about small budget projects? What’s possible? Which pieces are important, where cutting corners is acceptable or not, and maybe generate some ideas for collaborations. To RSVP please email: elite@digital-heart.co.uk, venue may change."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_99PROBLEMS.jpg,I got 99 problems but a date ain’t one!,0,Thursday 21st May / 7:00pm – 9:30pm,21,19:00,21:30,"Celestine Eleven Basement, 4 Holywell Lane, Shoreditch, EC2A 3ET",51.5238706,-0.0775893,"Calling all wannabe Casanovas and Femme Fatales! Need to up your date game? Got the look but no chat? Or vice versa? Come and experience a SMOOTH fusion of fashion, intellectual conversation and matchmaking. Brought to you by the founders of Comb, Scenes of Reason and Double. PS free booze. To RSVP please email: olivia@scenesofreason.com"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_SWARM.jpg,Swarm at Concrete,0,Thursday 21st May / 8:00pm – late,21,20:00,23:59,"Lower Ground Floor, 56 Shoreditch High Street (underneath Pizza East), E1 6JJ",51.524127,-0.0762235,"Join Hiive and Creative Skillset in a celebration of creative talent. An opportunity to see some inspiring work, network with industry peers and let your hair down! We promise good food, great music and drink! To avoid disappointment, confirm your place now by joining the swarm. For more information and to RSVP click here"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_BOOKCLUB.jpg,Basement Floor: OVERRATED – BANK HOLIDAY PRE PARTY,0,Thursday 21st May / 9:00pm – 2:00am,21,"21:00,0:00","23:59,2:00","The Book Club, 100 – 106, Leonard Street, EC2A 4RH",51.5245317,-0.0817132,"DJs: Overrated DJs + Special Guests. With both a sterling podcast & events roster,spanning artists such as DJ Caspa, Dudley Strangeways and Spike O’Connell, Overrated are kicking of their bi-monthly residency at The Book Club with a Thursday night bank holiday pre-party! Music Policy: house, disco, techno, italio"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_BOOKCLUB.jpg,Ground Floor: THE REQUEST LINE,0,Thursday 21st May / 9:00pm – 2:00am,21,"21:00,0:00","23:59,2:00","The Book Club, 100 – 106, Leonard Street, EC2A 4RH",51.5245317,-0.0817132,"It’s time for you to take control of the soundtrack every Thursday as ‘The Request Line’ DJs take your requests all night long! Inspired by the sounds and ethos of the ‘70s and ‘80s our DJs will groove their way towards the end of the week. Music Policy: funk, soul, disco, 70s & 80s classics."
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_FABLAB.jpg,Fab Friday,0,Friday 22nd May / 10:00am – late,22,10:00,23:59,"Fab Lab London, 1 Fredricks Place, EC2R 8AE",51.5142645,-0.0912244,"Open day at Fab Lab London on Friday 22nd May. Showcasing Digital Fabrication including: Laser cutting, 3D printing, casting, CNC milling, 3D scanning, electronics, PCB design and build, lathe, milling, cutting, making, creating, sowing and much more. Come learn, make and share. To RSVP please email: hello@fablablondon.org"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_PIXL15.jpg,pixl15 – BA(hons) Digital Arts degree show,0,"Friday 22nd – Saturday 23rd May / 10:30am – 7:00pm, private view 21st May 6:00pm","22,23",10:30,19:00,"O2 ThinkBigHub, 16 Hoxton Square, N1 6NT",51.5281675,-0.0816819,"pixl15 is the 11th degree show of graduating students from the BA (hons) Digital Arts course at Kingston College (validated by UWL) It showcases work across a broad range of areas – 3d animation to video, creative programming to concept art and special effects to web design www.pixl15.london To RSVP please email: mark.owen@kingston-college.ac.uk"
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_THISPLACE.jpg,Mind Controlled Digital Interfaces,1,Friday 22nd May / 3:00pm – 7:00pm,22,15:00,19:00,"This Place, 1st Floor, 152-154 Curtain Road, EC2A 3AT",51.5267625,-0.0801057,Join us at the open day when we will talk about our experiences of redefining user interaction via thought control and digital platforms. MindRDR is the worlds first mobile thought controlled interface and is built with open source code. Come by our studio and see what its all about!
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_PEOPLEVSDEMOCRACY.jpg,The People Vs Democracy & Kahoot Studios Live Games,0,Friday 22nd May / 4:00pm – 9:30pm,22,16:00,21:30,"60 Farringdon Road, EC1R 3GA",51.5237109,-0.1087664,‘The People Vs Democracy’ is a live action board game about power and politics. The software system built by Kahoot Studios allows audiences to interact with live events. The underlying system is adaptable to many different events. The theatre makers and the game developers will talk about their collaboration. To RSVP please email: workingbirthday@gmail.com
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_CEVICHE1.jpg,Moshi Monsters’ Michael Acton Smith talks to Ceviche’s Martin Morales,0,Friday 22nd May / 5:00pm – 5:45pm,22,17:00,17:45,"Ceviche Old St, 2 Baldwin Street, EC1V 9NU",51.5268507,-0.0892039,Michael talks to Martin about his many adventures building startups over the last 15 years. He has been described by The Daily Telegraph as ‘a rock star version of Willy Wonka’ and by The Independent as ‘a polite version of Bob Geldof’ but there is no doubt Michael is one of the UK’s top entrepreneurs and a pioneer in the digital world. To RSVP please email: events@cevicheuk.com
http://tickets.digitalshoreditch.com/wp-content/uploads/sites/3/2015/04/DS15_DISRUPTS.jpg,Disrupts AntiPitch,0,Friday 22nd May / 6:30pm – 9:30pm,22,18:30,21:30,"Auditorium, Central Working Whitechapel, 69-89 Mile End Road, E1 4UJ",51.5209849,-0.0518054,"It’s not about being nice. It’s about being real. We mix a selection of startups with a panel of industry experts.  The idea, the plan, and the finances of the startups are stripped down to their purest form by the panel of mentors. Survival of the leanest."
